id,perturbation,sources,phenotype,expected_exists,predicted_exists,agreement,weight,score,found_phenotypes
24,{},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'FOXP3': 0, 'GATA3': 0, 'IFNG': 0, 'IL17': 0, 'IL4': 0, 'NFAT': 0, 'RORGT': 0, 'TBET': 1, 'TGFB': 0}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'CD28': 0, 'DLL1': 0, 'FOXP3': 0, 'GATA3': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL17': 0, 'IL18_e': 0, 'IL1R': 1, 'IL1R1': 1, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4': 0, 'IL4_e': 0, 'IL6': 1, 'IL6R': 1, 'IL6_e': 0, 'IL7_e': 0, 'JAK3': 1, 'NFAT': 0, 'RORGT': 0, 'STAT3': 1, 'TBET': 1, 'TBET_2': 1, 'TCR': 0, 'TGFB': 0, 'TGFBR': 0, 'TGFB_e': 0}]"
25,{},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'FOXP3': 0, 'GATA3': 1, 'IFNG': 0, 'IL17': 0, 'IL4': 0, 'NFAT': 0, 'RORGT': 0, 'TBET': 0, 'TGFB': 0}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'BCL6': 0, 'CD28': 0, 'CD4': 1, 'CMAF': 0, 'DLL1': 0, 'FOXP3': 0, 'GATA3': 1, 'IFNAR': 0, 'IFNA_e': 0, 'IFNBR': 0, 'IFNB_e': 0, 'IFNG': 0, 'IFNG1': 0, 'IFNGR': 0, 'IFNGR_2': 0, 'IFNG_2': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL17': 0, 'IL18R': 0, 'IL18_e': 0, 'IL1R': 0, 'IL1R1': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25': 1, 'IL25R': 1, 'IL25_e': 0, 'IL27': 0, 'IL27R': 0, 'IL27_e': 0, 'IL29R': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'IRAK': 0, 'JAK1': 0, 'NFAT': 0, 'PU1': 0, 'RORGT': 0, 'RUNX3': 0, 'SMAD2': 0, 'STAT1': 0, 'STAT1_2': 0, 'STAT3': 0, 'STAT4': 0, 'TBET': 0, 'TBET_2': 0, 'TCR': 0, 'TGFB': 0, 'TGFBR': 0, 'TGFB_e': 0}]"
26,{},"{'APC': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'TGFB_e': 0}",{'FOXP3': 1},False,True,0.0,1.0,0.0,"[{'APC': 0, 'FOXP3': 1, 'GATA3': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'STAT1': 1, 'STAT1_2': 1, 'TBET': 1, 'TBET_2': 1, 'TGFB': 1, 'TGFBR': 1, 'TGFB_e': 0}]"
27,{},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}",{'RORGT': 1},False,True,0.0,1.0,0.0,"[{'APC': 0, 'BCL6': 0, 'DLL1': 0, 'FOXP3': 1, 'GATA3': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNGR': 1, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1R': 1, 'IL1R1': 1, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6': 1, 'IL6R': 1, 'IL6_e': 0, 'IL7_e': 0, 'JAK3': 1, 'RORGT': 1, 'STAT1_2': 1, 'STAT3': 1, 'TBET': 0, 'TGFB': 1, 'TGFBR': 1, 'TGFB_e': 0}]"
28,{},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}",{'NFAT': 1},False,False,1.0,1.0,1.0,[]
29,{'TCR': 0},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'CD4': 1, 'CD8': 1, 'FOXP3': 0, 'GATA3': 0, 'GZMB': 0, 'IFNG': 0, 'IL17': 0, 'IL4': 0, 'RORGT': 0, 'RUNX3': 0, 'TBET': 0, 'TGFB': 0, 'THPOK': 0}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'BCL6': 1, 'CD28': 0, 'CD4': 1, 'CD8': 1, 'DLL1': 0, 'EOMES': 0, 'FOXP3': 0, 'GATA3': 0, 'GZMB': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL17': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27R': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'NFAT': 0, 'RORGT': 0, 'RUNX3': 0, 'SOCS1': 1, 'STAT1': 1, 'STAT1_2': 1, 'STAT5': 0, 'TBET': 0, 'TCR': 0, 'TGFB': 0, 'TGFBR': 0, 'TGFB_e': 0, 'THPOK': 0}]"
30,{'TCR': 0},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'CD4': 0, 'CD8': 0, 'FOXP3': 0, 'GATA3': 0, 'GZMB': 0, 'IFNG': 0, 'IL17': 0, 'IL4': 0, 'RORGT': 0, 'RUNX3': 0, 'TBET': 0, 'TGFB': 0, 'THPOK': 0}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'BCL6': 1, 'CD28': 0, 'CD4': 0, 'CD8': 0, 'DLL1': 0, 'EOMES': 0, 'FOXP3': 0, 'GATA3': 0, 'GZMB': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL17': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27R': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'NFAT': 0, 'NOTCH1': 0, 'RORGT': 0, 'RUNX3': 0, 'SOCS1': 1, 'STAT1': 1, 'STAT1_2': 1, 'STAT5': 0, 'TBET': 0, 'TCR': 0, 'TGFB': 0, 'TGFBR': 0, 'TGFB_e': 0, 'THPOK': 0}]"
31,{'TCR': 0},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'CD4': 1, 'CD8': 0, 'FOXP3': 0, 'GATA3': 0, 'GZMB': 0, 'IFNG': 0, 'IL17': 0, 'IL4': 0, 'RORGT': 0, 'RUNX3': 0, 'TBET': 0, 'TGFB': 0, 'THPOK': 1}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'BCL6': 1, 'CD28': 0, 'CD4': 1, 'CD8': 0, 'DLL1': 0, 'EOMES': 0, 'FOXP3': 0, 'GATA3': 0, 'GZMB': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL17': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27R': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'NFAT': 0, 'RORGT': 0, 'RUNX3': 0, 'SOCS1': 1, 'STAT1': 1, 'STAT1_2': 1, 'STAT5': 0, 'TBET': 0, 'TCR': 0, 'TGFB': 0, 'TGFBR': 0, 'TGFB_e': 0, 'THPOK': 1}]"
32,{'TCR': 0},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'CD4': 1, 'CD8': 0, 'FOXP3': 0, 'GATA3': 0, 'GZMB': 0, 'IFNG': 1, 'IL17': 0, 'IL4': 0, 'RORGT': 0, 'RUNX3': 0, 'TBET': 1, 'TGFB': 0, 'THPOK': 1}",True,False,0.0,1.0,0.0,[]
33,{'TCR': 0},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'CD4': 1, 'CD8': 0, 'FOXP3': 0, 'GATA3': 1, 'GZMB': 0, 'IFNG': 0, 'IL17': 0, 'IL4': 1, 'RORGT': 0, 'RUNX3': 0, 'TBET': 0, 'TGFB': 0, 'THPOK': 1}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'BCL6': 0, 'CD28': 0, 'CD4': 1, 'CD8': 0, 'CMAF': 1, 'DLL1': 0, 'EOMES': 0, 'FOXP3': 0, 'GATA3': 1, 'GZMB': 0, 'IFNAR': 0, 'IFNA_e': 0, 'IFNBR': 0, 'IFNB_e': 0, 'IFNG': 0, 'IFNG1': 0, 'IFNGR': 0, 'IFNGR_2': 0, 'IFNG_2': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL17': 0, 'IL18R': 0, 'IL18_e': 0, 'IL1R': 1, 'IL1R1': 1, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27': 0, 'IL27R': 0, 'IL27_e': 0, 'IL29R': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4': 1, 'IL4_e': 0, 'IL6': 1, 'IL6R': 1, 'IL6_e': 0, 'IL7_e': 0, 'IRAK': 0, 'IRF1': 0, 'JAK1': 0, 'JAK3': 1, 'NFAT': 0, 'PU1': 0, 'RORGT': 0, 'RUNX3': 0, 'SOCS1': 0, 'STAT1': 0, 'STAT1_2': 0, 'STAT3': 1, 'STAT4': 0, 'STAT5': 1, 'TBET': 0, 'TBET_2': 0, 'TCR': 0, 'TGFB': 0, 'TGFBR': 0, 'TGFB_e': 0, 'THPOK': 1}]"
34,{'TCR': 0},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'CD4': 1, 'CD8': 0, 'FOXP3': 1, 'GATA3': 0, 'GZMB': 0, 'IFNG': 0, 'IL17': 0, 'IL4': 0, 'RORGT': 0, 'RUNX3': 0, 'TBET': 0, 'TGFB': 1, 'THPOK': 1}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'CD4': 1, 'CD8': 0, 'DLL1': 0, 'EOMES': 0, 'FOXP3': 1, 'GATA3': 0, 'GZMB': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL17': 0, 'IL18_e': 0, 'IL1RAP': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27R': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36R': 0, 'IL36_e': 0, 'IL4': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'PU1': 1, 'RORGT': 0, 'RUNX3': 0, 'STAT1': 1, 'STAT1_2': 1, 'TBET': 0, 'TGFB': 1, 'TGFBR': 1, 'TGFB_e': 0, 'THPOK': 1}]"
35,{'TCR': 0},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'CD4': 1, 'CD8': 0, 'FOXP3': 0, 'GATA3': 0, 'GZMB': 0, 'IFNG': 0, 'IL17': 1, 'IL4': 0, 'RORGT': 1, 'RUNX3': 0, 'TBET': 0, 'TGFB': 0, 'THPOK': 1}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'CD28': 0, 'CD4': 1, 'CD8': 0, 'CMAF': 0, 'DLL1': 0, 'EOMES': 0, 'FOXP3': 0, 'GATA3': 0, 'GZMB': 0, 'IFNAR': 0, 'IFNA_e': 0, 'IFNBR': 0, 'IFNB_e': 0, 'IFNG': 0, 'IFNG1': 0, 'IFNGR': 0, 'IFNGR_2': 0, 'IFNG_2': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12R': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL17': 1, 'IL18R': 0, 'IL18_e': 0, 'IL1R': 0, 'IL1R1': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27': 0, 'IL27R': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'IRAK': 0, 'JAK1': 0, 'NFAT': 0, 'RORGT': 1, 'RUNX3': 0, 'STAT1': 0, 'STAT1_2': 0, 'STAT3': 0, 'STAT4': 0, 'TBET': 0, 'TBET_2': 0, 'TCR': 0, 'TGFB': 0, 'TGFBR': 0, 'TGFB_e': 0, 'THPOK': 1}]"
36,{'TCR': 0},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'CD4': 0, 'CD8': 1, 'FOXP3': 0, 'GATA3': 0, 'GZMB': 0, 'IFNG': 0, 'IL17': 0, 'IL4': 0, 'RORGT': 0, 'RUNX3': 1, 'TBET': 0, 'TGFB': 0, 'THPOK': 0}",True,False,0.0,1.0,0.0,[]
37,{'TCR': 0},"{'APC': 0, 'DLL1': 0, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG_e': 0, 'IL10_e': 0, 'IL12_e': 0, 'IL15_e': 0, 'IL18_e': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'TGFB_e': 0}","{'CD4': 0, 'CD8': 1, 'FOXP3': 0, 'GATA3': 0, 'GZMB': 1, 'IFNG': 1, 'IL17': 0, 'IL4': 0, 'RORGT': 0, 'RUNX3': 1, 'TBET': 0, 'TGFB': 0, 'THPOK': 0}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'BCL6': 1, 'CD28': 0, 'CD4': 0, 'CD8': 1, 'DLL1': 0, 'EOMES': 1, 'FOXP3': 0, 'GATA3': 0, 'GZMB': 1, 'IFNA_e': 0, 'IFNB_e': 0, 'IFNG': 1, 'IFNG_2': 1, 'IFNG_e': 0, 'IL10_e': 0, 'IL12R': 1, 'IL12RB1': 1, 'IL12RB1_2': 1, 'IL12_e': 0, 'IL15_e': 0, 'IL17': 0, 'IL18R': 1, 'IL18_e': 0, 'IL1R': 0, 'IL1R1': 0, 'IL1_e': 0, 'IL21_e': 0, 'IL23_e': 0, 'IL25_e': 0, 'IL27R': 0, 'IL27_e': 0, 'IL29_e': 0, 'IL2_e': 0, 'IL33_e': 0, 'IL36_e': 0, 'IL4': 0, 'IL4_e': 0, 'IL6_e': 0, 'IL7_e': 0, 'IL9': 0, 'NFAT': 0, 'RORGT': 0, 'RUNX3': 1, 'SOCS1': 1, 'STAT1': 1, 'STAT1_2': 1, 'STAT3': 0, 'STAT4': 1, 'STAT5': 0, 'STAT6': 0, 'TBET': 0, 'TCR': 0, 'TGFB': 0, 'TGFBR': 0, 'TGFB_e': 0, 'THPOK': 0}]"
38,{},"{'DLL1': 0, 'IL7_e': 0}","{'BCL6': 0, 'FOXP3': 0, 'GATA3': 0, 'IFNG': 0, 'IL13': 0, 'IL17': 0, 'IL21': 0, 'IL22': 0, 'IL4': 0, 'IL5': 0, 'IL9': 0, 'PU1': 0, 'RORGT': 0, 'STAT3': 0, 'TBET': 0, 'TGFB': 0}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'BCL6': 0, 'CD28': 0, 'CMAF': 0, 'DLL1': 0, 'FOXP3': 0, 'GATA3': 0, 'IFNAR': 0, 'IFNA_e': 0, 'IFNBR': 0, 'IFNB_e': 0, 'IFNG': 0, 'IFNG1': 0, 'IFNGR': 0, 'IFNGR_2': 0, 'IFNG_2': 0, 'IFNG_e': 0, 'IL12R': 0, 'IL13': 0, 'IL15R': 0, 'IL15_e': 0, 'IL17': 0, 'IL18R': 0, 'IL1R': 0, 'IL1R1': 0, 'IL1RAP': 0, 'IL1_e': 0, 'IL2': 0, 'IL21': 0, 'IL22': 0, 'IL27': 0, 'IL27R': 0, 'IL27_e': 0, 'IL29R': 1, 'IL29_e': 1, 'IL2R': 0, 'IL2RA': 0, 'IL2RB': 0, 'IL2R_2': 0, 'IL2_e': 0, 'IL33R': 0, 'IL33_e': 0, 'IL36R': 0, 'IL36_e': 0, 'IL4': 0, 'IL4R': 0, 'IL4RA': 0, 'IL4RA_2': 0, 'IL4R_2': 0, 'IL4_e': 0, 'IL5': 0, 'IL7R': 0, 'IL7_e': 0, 'IL9': 0, 'IRAK': 0, 'JAK1': 0, 'NFAT': 0, 'NFKB': 0, 'PU1': 0, 'RORGT': 0, 'SMAD2': 0, 'SMAD3': 0, 'ST2': 0, 'STAT1': 0, 'STAT1_2': 0, 'STAT3': 0, 'STAT4': 0, 'STAT5': 0, 'STAT5_2': 0, 'TBET': 0, 'TBET_2': 0, 'TCR': 0, 'TGFB': 0, 'TGFBR': 0, 'TGFB_e': 0, 'proliferation': 0}]"
39,{},"{'DLL1': 0, 'IL7_e': 0}","{'BCL6': 0, 'FOXP3': 0, 'GATA3': 0, 'IFNG': 1, 'IL17': 0, 'IL4': 0, 'RORGT': 0, 'TBET': 1, 'TGFB': 0}",True,True,1.0,1.0,1.0,"[{'APC': 0, 'BCL6': 0, 'CD28': 0, 'DLL1': 0, 'EOMES': 1, 'FOXP3': 0, 'GATA3': 0, 'IFNG': 1, 'IFNG_2': 1, 'IL17': 0, 'IL1R': 0, 'IL1R1': 0, 'IL1_e': 0, 'IL27R': 0, 'IL27_e': 0, 'IL4': 0, 'IL7_e': 0, 'IL9': 0, 'NFAT': 0, 'RORGT': 0, 'SOCS1': 1, 'STAT3': 0, 'STAT5': 0, 'TBET': 1, 'TBET_2': 1, 'TCR': 0, 'TGFB': 0, 'TGFBR': 0, 'TGFB_e': 0}]"
